price,year,body_type,volume,fuel,gearbox,type,brand,model
3600000,2018,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
4200000,2022,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
1050000,2008,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
7300000,2024,седан,1.6,бензин,механика,Б/у,ВАЗ,Vesta
4500000,2019,седан,1.6,бензин,механика,Б/у,ВАЗ,Vesta
1500000,2008,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
950000,2004,седан,8.0,бензин,механика,Б/у,ВАЗ,2110
1200000,2007,универсал,1.6,бензин,механика,Б/у,ВАЗ,2111
1650000,2012,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
570000,2010,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
6990000,2025,внедорожник,1.7,бензин,механика,новый,ВАЗ,Lada 2121 Classic
5800000,2021,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2131 (5-ти дверный)
2350000,2015,лифтбек,1.6,бензин,механика,Б/у,ВАЗ,Granta 2191
5800000,2018,универсал,1.66,бензин,механика,Б/у,ВАЗ,Largus Cross
2500000,2014,хэтчбек,1.6,газ-бензин,механика,Б/у,ВАЗ,Priora 2171
3900000,2021,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
4000000,2019,хэтчбек,1.8,бензин,робот,Б/у,ВАЗ,XRAY
3500000,2014,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
2620000,2020,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
1800000,2013,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
3700000,2010,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
2000000,2011,седан,1.6,бензин,механика,Б/у,ВАЗ,2107
3650000,2014,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
1150050,2008,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
1750000,2007,седан,1.6,бензин,механика,Б/у,ВАЗ,2115
5550000,2019,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus Cross
1600000,2011,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
2600000,2017,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
2400000,2013,универсал,1.6,бензин,механика,Б/у,ВАЗ,Priora 2171
2200000,2015,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
1300000,2007,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
2800000,2013,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
2600000,2015,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
400000,1974,седан,1.3,бензин,механика,Б/у,ВАЗ,2101
500000,2006,хэтчбек,1.6,газ-бензин,механика,Б/у,ВАЗ,2112
2100000,2012,универсал,1.6,бензин,механика,Б/у,ВАЗ,Kalina 1117
2800000,2007,седан,1.7,бензин,механика,Б/у,ВАЗ,2107
3800000,2016,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
2200000,2017,седан,1.6,газ-бензин,механика,Б/у,ВАЗ,Vesta
1500000,2012,седан,1.6,бензин,механика,Б/у,ВАЗ,2115
1700000,2012,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
1200000,2013,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
4600000,2020,универсал,1.6,бензин,механика,Б/у,ВАЗ,Vesta SW
850000,2011,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
7990000,2024,седан,1.6,бензин,механика,новый,ВАЗ,Vesta Comfort MT
3700000,2014,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
3450000,2014,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
4350000,2019,универсал,1.6,газ-бензин,механика,Б/у,ВАЗ,Largus Cross
4250000,2017,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
8790000,2024,универсал,1.6,бензин,механика,новый,ВАЗ,Vesta SW Comfort MT
1700000,2013,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
800000,2013,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
1200000,2000,универсал,1.7,бензин,механика,Б/у,ВАЗ,2104
1800000,2010,универсал,1.6,бензин,механика,Б/у,ВАЗ,Priora 2171
1600000,2013,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
1200000,1999,седан,1.5,бензин,механика,Б/у,ВАЗ,2110
4000000,2015,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
950000,2007,седан,1.5,бензин,механика,Б/у,ВАЗ,2107
750000,2001,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2109
2750000,2014,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
1450000,2007,седан,1.6,бензин,механика,Б/у,ВАЗ,21099
650000,2005,седан,1.5,бензин,механика,Б/у,ВАЗ,2115
5300000,2020,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,XRAY Cross
4000000,2019,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
7590000,2025,внедорожник,1.7,бензин,механика,новый,ВАЗ,Niva Travel Classic
2700000,2015,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
2500000,2014,универсал,1.6,бензин,механика,Б/у,ВАЗ,Priora 2171
1150000,2009,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
8100000,2022,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
1300000,2012,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2114
2050000,2016,седан,1.6,газ-бензин,механика,Б/у,ВАЗ,Granta 2190
1250000,2008,седан,1.6,бензин,механика,Б/у,ВАЗ,2110
3700000,2018,седан,1.6,газ-бензин,механика,Б/у,ВАЗ,Granta 2190
1100000,2012,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
2600000,2014,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
7250000,2021,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
3950000,2015,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus Cross
4450000,2020,седан,1.6,бензин,автомат,Б/у,ВАЗ,Granta 2190
4100000,2014,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
2555000,2013,универсал,1.6,бензин,механика,Б/у,ВАЗ,Priora 2171
420000,1992,седан,1.5,бензин,механика,Б/у,ВАЗ,2107
2900000,2015,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
1550000,2007,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
2700000,2018,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
2700000,2013,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
3050000,2018,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
3990000,2014,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
3700000,2015,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
800000,2002,седан,1.5,бензин,механика,Б/у,ВАЗ,21099
4400000,2018,седан,1.8,бензин,механика,Б/у,ВАЗ,Vesta
3400000,2015,универсал,1.6,газ-бензин,механика,Б/у,ВАЗ,Largus
2000000,2010,седан,1.5,бензин,механика,Б/у,ВАЗ,2107
440000,2003,седан,1.5,бензин,механика,Б/у,ВАЗ,2110
1750000,2014,универсал,1.6,бензин,механика,Б/у,ВАЗ,Kalina 2194
1850000,2013,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
4790000,2020,седан,1.6,бензин,автомат,Б/у,ВАЗ,Granta 2190
2950000,2012,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
1750000,2012,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
2850000,2014,седан,1.6,бензин,автомат,Б/у,ВАЗ,Granta 2190
2000000,2014,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
900000,2005,седан,1.6,бензин,механика,Б/у,ВАЗ,2110
1500000,2001,седан,1.5,бензин,механика,Б/у,ВАЗ,2115
450000,1989,седан,1.5,бензин,механика,Б/у,ВАЗ,2106
1000000,2012,универсал,1.6,бензин,механика,Б/у,ВАЗ,2111
1550000,2011,седан,1.5,бензин,механика,Б/у,ВАЗ,2115
1850000,2014,универсал,1.6,бензин,механика,Б/у,ВАЗ,Priora 2171
350000,2006,универсал,1.5,бензин,механика,Б/у,ВАЗ,2111
1650000,2013,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
4500000,2018,седан,1.8,газ-бензин,механика,Б/у,ВАЗ,Vesta
1600000,2012,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
1550000,2012,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
2100000,2013,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
1400000,2004,седан,1.6,бензин,механика,Б/у,ВАЗ,2115
1500000,2011,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2114
1750000,2013,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
1500000,2000,седан,1.5,бензин,механика,Б/у,ВАЗ,2107
1600000,2002,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2109
4700000,2020,седан,1.6,бензин,механика,Б/у,ВАЗ,Vesta
6700000,2022,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus Cross
3000000,2008,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
3000000,2013,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
850000,2003,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2112
550000,2004,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2114
900000,2011,седан,1.6,бензин,механика,Б/у,ВАЗ,2107
1850000,2013,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
2100000,2003,седан,1.5,бензин,механика,Б/у,ВАЗ,21099
5500000,2024,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
5000000,2023,лифтбек,1.6,бензин,механика,Б/у,ВАЗ,Granta 2191
900000,2005,седан,1.5,бензин,механика,Б/у,ВАЗ,2115
3800000,2014,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
4500000,2020,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
3650000,2015,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
3700000,2014,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
1200000,2010,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2114
1750000,2013,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
1500000,2005,седан,1.6,бензин,механика,Б/у,ВАЗ,2115
1100000,2000,седан,1.5,бензин,механика,Б/у,ВАЗ,2105
1790000,2012,универсал,1.6,бензин,механика,Б/у,ВАЗ,Priora 2171
1080000,2011,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
1800000,2012,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
2150000,2013,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
4200000,2019,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
7500000,2022,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
4250000,2017,седан,1.6,бензин,робот,Б/у,ВАЗ,Vesta
2350000,2012,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
1970000,2013,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
2600000,2014,лифтбек,1.6,бензин,механика,Б/у,ВАЗ,Granta 2191
5400000,2023,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
10000000,2021,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
4870000,2020,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
4000000,2014,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
1000000,2002,седан,1.5,бензин,механика,Б/у,ВАЗ,2106
1000000,2012,седан,1.6,бензин,механика,Б/у,ВАЗ,2115
4400000,2018,универсал,1.8,бензин,механика,Б/у,ВАЗ,Vesta SW Cross
3800000,2012,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
1526595,2013,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
5900000,2023,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
3550000,2017,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
2800000,2017,седан,1.6,газ-бензин,механика,Б/у,ВАЗ,Vesta
1700000,2012,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
6300000,2019,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus Cross
1000000,2011,седан,1.6,бензин,механика,Б/у,ВАЗ,2107
800000,2003,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
990000,2012,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
3190000,2017,седан,1.6,газ-бензин,механика,Б/у,ВАЗ,Vesta
280000,2007,седан,1.6,бензин,механика,Б/у,ВАЗ,2107
1000000,2007,седан,1.5,бензин,механика,Б/у,ВАЗ,2110
1300000,2008,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
4300000,2019,седан,1.6,бензин,механика,Б/у,ВАЗ,Vesta
3600000,2020,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta
1200000,2014,универсал,1.6,бензин,механика,Б/у,ВАЗ,Kalina 2194
2500000,2014,седан,1.6,бензин,Правый руль,Б/у,ВАЗ,Priora 2170
1300000,2011,седан,1.6,газ-бензин,механика,Б/у,ВАЗ,2115
3688117,2020,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
5300000,2019,универсал,1.8,бензин,механика,Б/у,ВАЗ,Vesta SW Cross
1180000,2011,седан,1.7,бензин,механика,Б/у,ВАЗ,2107
3600000,2014,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
1100000,2011,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
3200000,2014,универсал,1.6,бензин,автомат,Б/у,ВАЗ,Kalina 2194
4790000,2019,хэтчбек,1.6,бензин,автомат,Б/у,ВАЗ,Granta 2192
4100000,2019,седан,1.6,бензин,механика,Б/у,ВАЗ,Vesta
2350000,2012,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
2587000,2014,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
